frame_id,source,frame,camera,folder,blur,brightness,blur_bin,brightness_bin,max_conf,conf_band,n_boxes,max_area_frac,large_box,stratum
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7331.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7331.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,3.6,1.0,low,low,0.591,high,1,0.138865,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7350.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7350.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,3.0,0.7,low,low,0.601,high,2,0.091198,no,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7449.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7449.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,57.8,11.8,mid,low,0.653,high,3,0.231163,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7500.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7500.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,60.2,84.4,mid,mid,0.518,high,3,0.371661,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7504.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7504.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,49.7,85.3,mid,mid,0.226,low,3,0.385470,yes,faint
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7505.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7505.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,46.3,85.1,low,mid,0.156,low,2,0.374005,yes,faint
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7524.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7524.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,60.1,95.1,mid,mid,0.524,high,2,0.338504,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7530.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7530.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,97.8,99.7,high,mid,0.541,high,3,0.420878,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7534.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7534.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,73.2,100.9,high,mid,0.725,high,1,0.001365,no,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7711.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7711.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,61.5,112.1,mid,high,0.190,low,1,0.015075,no,faint
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7751.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7751.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,43.0,124.6,low,high,0.227,low,1,0.012056,no,faint
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7913.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7913.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,52.0,108.9,mid,high,0.860,high,2,0.238521,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7915.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7915.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,52.2,109.9,mid,high,0.833,high,1,0.099034,no,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7922.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7922.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,64.8,113.8,high,high,0.238,low,1,0.119570,yes,faint
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7967.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7967.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,66.8,102.4,high,mid,0.133,low,1,0.176571,yes,faint
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7974.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7974.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,66.8,107.9,high,high,0.598,high,2,0.015046,no,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7979.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7979.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,63.6,114.2,high,high,0.563,high,1,0.009450,no,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR7988.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR7988.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,36.9,80.7,low,mid,0.578,high,2,0.013671,no,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR8027.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR8027.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,48.2,105.1,low,high,0.863,high,3,0.389276,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR8029.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR8029.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,46.2,105.4,low,high,0.875,high,3,0.409316,yes,confident
ALLFISHDATA/Primary camera/DCIM/107GOPRO/GOPR8043.JPG,ALLFISHDATA,Primary camera/DCIM/107GOPRO/GOPR8043.JPG,Primary,ALLFISHDATA/Primary camera/DCIM/107GOPRO,1085.0,105.7,high,high,0.551,high,1,0.398722,yes,confident
